Symbol	Symbol	Strike	Last	Theoretical	IV	Delta	Gamma	Rho	Theta	Vega	Volume	Open Int	Vol/OI	Type	DTE	Exp Date	Last Trade	Avg IV
SPY|20210930|397.00P	SPY	397	0	31.06	20.96%	-52.67	0.00617	-1.44488	-0.06438	1.20171	0	0	0	Put	223	09/30/21	N/A	21.63%
SPY|20210930|398.00P	SPY	398	31.05	31.05	20.45%	-53.53	0.00631	-1.46519	-0.06303	1.19937	5	2	2.5	Put	223	09/30/21	02/19/21	21.63%
SPY|20210930|399.00P	SPY	399	30.87	31.82	20.59%	-54.07	0.00626	-1.48289	-0.06339	1.19758	1	3	0.33	Put	223	09/30/21	02/19/21	21.63%
SPY|20210930|400.00P	SPY	400	31.3	32.28	20.46%	-54.75	0.00628	-1.50191	-0.06304	1.19504	5	110	0.05	Put	223	09/30/21	02/19/21	21.63%
SPY|20211217|381.00C	SPY	381	35.45	35.45	23.61%	56.64	0.00473	1.23375	-0.04714	1.37477	1	610	0	Call	301	12/17/21	02/19/21	21.98%
SPY|20211217|382.00C	SPY	382	34.4	34.22	23.07%	56.12	0.00485	1.22926	-0.04608	1.37793	2	349	0.01	Call	301	12/17/21	02/09/2021	21.98%
SPY|20211217|383.00C	SPY	383	33.88	33.54	22.93%	55.61	0.00489	1.22172	-0.04592	1.38074	2	485	0	Call	301	12/17/21	02/18/21	21.98%
SPY|20211217|384.00C	SPY	384	34.5	32.93	22.82%	55.1	0.00492	1.21377	-0.04583	1.38333	5	751	0.01	Call	301	12/17/21	02/19/21	21.98%
SPY|20211217|385.00C	SPY	385	32.33	32.28	22.70%	54.55	0.00495	1.21447	-0.04566	1.3864	19	"2,953"	0.01	Call	301	12/17/21	02/18/21	21.98%
SPY|20211217|386.00C	SPY	386	28.4	31.63	22.56%	54.03	0.00499	1.20625	-0.0455	1.38856	23	634	0.04	Call	301	12/17/21	02/03/2021	21.98%
SPY|20211217|387.00C	SPY	387	31.95	31.01	22.45%	53.5	0.00502	1.19777	-0.04536	1.39048	2	187	0.01	Call	301	12/17/21	02/11/2021	21.98%
SPY|20211217|388.00C	SPY	388	33.22	30.39	22.33%	52.97	0.00505	1.18915	-0.0452	1.39218	2	25	0.08	Call	301	12/17/21	02/16/21	21.98%
SPY|20211217|389.00C	SPY	389	30.5	29.77	22.21%	52.44	0.00509	1.18035	-0.04503	1.39364	5	62	0.08	Call	301	12/17/21	02/19/21	21.98%
SPY|20211217|390.00C	SPY	390	29.54	29.54	22.37%	51.97	0.00505	1.17063	-0.04549	1.3947	373	"5,293"	0.07	Call	301	12/17/21	02/19/21	21.98%
SPY|20211217|391.00C	SPY	391	29.35	28.54	21.96%	51.35	0.00515	1.16223	-0.04466	1.39581	2	33	0.06	Call	301	12/17/21	02/18/21	21.98%
SPY|20211217|392.00C	SPY	392	28.78	27.93	21.84%	50.79	0.00518	1.15524	-0.04446	1.39666	5	45	0.11	Call	301	12/17/21	02/18/21	21.98%
SPY|20211217|393.00C	SPY	393	28.6	27.34	21.73%	50.24	0.00521	1.14569	-0.04427	1.39709	5	22	0.23	Call	301	12/17/21	02/17/21	21.98%
SPY|20211217|394.00C	SPY	394	28.91	26.75	21.61%	49.68	0.00524	1.13598	-0.04406	1.39724	5	37	0.14	Call	301	12/17/21	02/16/21	21.98%
SPY|20211217|395.00C	SPY	395	26.5	26.5	21.74%	49.21	0.00521	1.12618	-0.0444	1.39716	5	"9,470"	0	Call	301	12/17/21	02/19/21	21.98%
SPY|20211217|396.00C	SPY	396	27.64	25.56	21.36%	48.55	0.0053	1.11601	-0.04359	1.3967	1	10	0.1	Call	301	12/17/21	02/16/21	21.98%
SPY|20211217|397.00C	SPY	397	18.93	24.97	21.23%	47.97	0.00532	1.10573	-0.04332	1.39598	8	12	0.67	Call	301	12/17/21	01/08/2021	21.98%
SPY|20211217|398.00C	SPY	398	26.87	24.42	21.13%	47.4	0.00535	1.09533	-0.04311	1.39498	1	28	0.04	Call	301	12/17/21	02/16/21	21.98%
SPY|20211217|399.00C	SPY	399	25.15	23.85	21.01%	46.82	0.00537	1.08473	-0.04286	1.39366	27	93	0.29	Call	301	12/17/21	02/12/2021	21.98%
SPY|20211217|400.00C	SPY	400	24	24	21.40%	46.46	0.00526	1.08491	-0.04374	1.39331	53	"24,946"	0	Call	301	12/17/21	02/19/21	21.98%
SPY|20211217|381.00P	SPY	381	29.82	29.92	23.19%	-43.07	0.00474	-1.63212	-0.05954	1.3781	38	334	0.11	Put	301	12/17/21	02/11/2021	21.98%
SPY|20211217|382.00P	SPY	382	30.18	30.27	23.06%	-43.57	0.00477	-1.65102	-0.05943	1.38083	2	142	0.01	Put	301	12/17/21	02/09/2021	21.98%
SPY|20211217|383.00P	SPY	383	29.42	30.62	22.94%	-44.07	0.00481	-1.67011	-0.05932	1.38336	2	73	0.03	Put	301	12/17/21	02/12/2021	21.98%
SPY|20211217|384.00P	SPY	384	29.84	30.98	22.82%	-44.58	0.00484	-1.68939	-0.0592	1.38568	3	55	0.05	Put	301	12/17/21	02/16/21	21.98%
SPY|20211217|385.00P	SPY	385	31.4	31.4	22.73%	-45.09	0.00487	-1.70912	-0.05916	1.38776	40	"1,216"	0.03	Put	301	12/17/21	02/19/21	21.98%
SPY|20211217|386.00P	SPY	386	32.27	31.72	22.57%	-45.61	0.00491	-1.72857	-0.05895	1.38967	1	3	0.33	Put	301	12/17/21	02/05/2021	21.98%
SPY|20211217|387.00P	SPY	387	32.81	32.1	22.45%	-46.13	0.00494	-1.74843	-0.0588	1.39133	2	6	0.33	Put	301	12/17/21	02/11/2021	21.98%
SPY|20211217|388.00P	SPY	388	33	32.48	22.33%	-46.66	0.00497	-1.76849	-0.05865	1.39275	1	7	0.14	Put	301	12/17/21	02/18/21	21.98%
SPY|20211217|389.00P	SPY	389	33.2	32.86	22.21%	-47.19	0.00501	-1.78874	-0.05849	1.39394	10	58	0.17	Put	301	12/17/21	02/17/21	21.98%
SPY|20211217|390.00P	SPY	390	32.45	33.25	22.08%	-47.72	0.00504	-1.80918	-0.05832	1.39488	12	"2,533"	0	Put	301	12/17/21	02/19/21	21.98%
SPY|20211217|391.00P	SPY	391	33	33	21.50%	-48.41	0.00518	-1.82909	-0.0571	1.3957	1	20	0.05	Put	301	12/17/21	02/19/21	21.98%
SPY|20211217|392.00P	SPY	392	33.85	33.85	21.70%	-48.86	0.00513	-1.85053	-0.05765	1.39601	1	58	0.02	Put	301	12/17/21	02/19/21	21.98%
SPY|20211217|393.00P	SPY	393	34.36	34.36	21.66%	-49.38	0.00514	-1.87167	-0.05762	1.39615	1	6	0.17	Put	301	12/17/21	02/19/21	21.98%
SPY|20211217|394.00P	SPY	394	33.75	34.87	21.60%	-49.91	0.00515	-1.89287	-0.05757	1.39603	8	5	1.6	Put	301	12/17/21	02/16/21	21.98%
SPY|20211217|395.00P	SPY	395	33.78	35.29	21.48%	-50.47	0.00518	-1.91426	-0.05737	1.39564	3	"6,509"	0	Put	301	12/17/21	02/16/21	21.98%
SPY|20211217|396.00P	SPY	396	0	35.71	21.36%	-51.03	0.00521	-1.93585	-0.05715	1.39496	0	0	0	Put	301	12/17/21	N/A	21.98%
SPY|20211217|397.00P	SPY	397	0	36.14	21.24%	-51.6	0.00523	-1.95761	-0.05692	1.39399	0	0	0	Put	301	12/17/21	N/A	21.98%
SPY|20211217|398.00P	SPY	398	43	36.58	21.13%	-52.17	0.00526	-1.97955	-0.0567	1.39272	1	1	1	Put	301	12/17/21	01/15/21	21.98%
SPY|20211217|399.00P	SPY	399	36.21	37.02	21.01%	-52.74	0.00528	-2.00168	-0.05645	1.39114	1	10	0.1	Put	301	12/17/21	02/19/21	21.98%
SPY|20211217|400.00P	SPY	400	36.87	37.58	20.97%	-53.28	0.00528	-2.0235	-0.05639	1.38941	11	"19,983"	0	Put	301	12/17/21	02/19/21	21.98%
SPY|20220121|381.00C	SPY	381	36.12	36.12	22.97%	56.48	0.0046	1.35812	-0.0429	1.45123	6	8	0.75	Call	336	01/21/22	02/08/2021	21.80%
SPY|20220121|382.00C	SPY	382	36.08	35.47	22.85%	56	0.00464	1.35028	-0.0428	1.45423	7	318	0.02	Call	336	01/21/22	02/18/21	21.80%
SPY|20220121|383.00C	SPY	383	35.92	34.82	22.74%	55.52	0.00467	1.34226	-0.0427	1.45705	2	22	0.09	Call	336	01/21/22	02/19/21	21.80%
SPY|20220121|384.00C	SPY	384	35.66	34.19	22.62%	55.03	0.0047	1.33407	-0.04259	1.45966	1	547	0	Call	336	01/21/22	02/17/21	21.80%
SPY|20220121|385.00C	SPY	385	34.6	33.55	22.51%	54.53	0.00473	1.3257	-0.04247	1.46206	7	"5,031"	0	Call	336	01/21/22	02/19/21	21.80%
SPY|20220121|386.00C	SPY	386	34.49	32.93	22.40%	54.03	0.00476	1.31713	-0.04235	1.46424	3	45	0.07	Call	336	01/21/22	02/19/21	21.80%
SPY|20220121|387.00C	SPY	387	32.7	32.3	22.28%	53.5	0.00479	1.31826	-0.04219	1.46693	2	36	0.06	Call	336	01/21/22	02/18/21	21.80%
SPY|20220121|388.00C	SPY	388	32.29	31.68	22.17%	52.99	0.00482	1.31051	-0.04205	1.46875	1	102	0.01	Call	336	01/21/22	02/18/21	21.80%
SPY|20220121|389.00C	SPY	389	31.78	31.06	22.05%	52.45	0.00485	1.3093	-0.04188	1.47083	2	87	0.02	Call	336	01/21/22	02/19/21	21.80%
SPY|20220121|390.00C	SPY	390	30.75	30.75	22.14%	51.99	0.00483	1.29924	-0.04217	1.47196	167	"6,555"	0.03	Call	336	01/21/22	02/19/21	21.80%
SPY|20220121|391.00C	SPY	391	30.7	29.84	21.82%	51.41	0.0049	1.29028	-0.04157	1.4731	9	34	0.26	Call	336	01/21/22	02/19/21	21.80%
SPY|20220121|392.00C	SPY	392	30	29.24	21.71%	50.88	0.00493	1.28049	-0.0414	1.47386	10	100	0.1	Call	336	01/21/22	02/19/21	21.80%
SPY|20220121|393.00C	SPY	393	29.66	28.64	21.60%	50.36	0.00496	1.27052	-0.04123	1.47436	4	232	0.02	Call	336	01/21/22	02/19/21	21.80%
SPY|20220121|394.00C	SPY	394	30.31	28.05	21.49%	49.82	0.00499	1.26037	-0.04105	1.4746	4	223	0.02	Call	336	01/21/22	02/16/21	21.80%
SPY|20220121|395.00C	SPY	395	28.54	27.47	21.37%	49.28	0.00501	1.25253	-0.04085	1.47473	60	"3,652"	0.02	Call	336	01/21/22	02/19/21	21.80%
SPY|20220121|396.00C	SPY	396	28.62	26.89	21.26%	48.74	0.00503	1.242	-0.04066	1.47442	6	136	0.04	Call	336	01/21/22	02/17/21	21.80%
SPY|20220121|397.00C	SPY	397	27.05	26.32	21.15%	48.19	0.00506	1.23129	-0.04045	1.47384	21	307	0.07	Call	336	01/21/22	02/19/21	21.80%
SPY|20220121|398.00C	SPY	398	26.47	25.75	21.04%	47.64	0.00508	1.22041	-0.04025	1.47297	20	141	0.14	Call	336	01/21/22	02/19/21	21.80%
SPY|20220121|399.00C	SPY	399	25.91	25.19	20.93%	47.09	0.0051	1.20935	-0.04004	1.4718	24	131	0.18	Call	336	01/21/22	02/19/21	21.80%
SPY|20220121|400.00C	SPY	400	24.7	24.7	20.87%	46.56	0.00511	1.19829	-0.03991	1.47041	96	"14,586"	0.01	Call	336	01/21/22	02/19/21	21.80%
SPY|20220121|381.00P	SPY	381	31.55	31.55	22.92%	-43.16	0.00454	-1.84021	-0.05608	1.45489	2	193	0.01	Put	336	01/21/22	02/19/21	21.80%
SPY|20220121|382.00P	SPY	382	31.52	31.52	22.53%	-43.68	0.00462	-1.85831	-0.05543	1.45778	1	226	0	Put	336	01/21/22	02/19/21	21.80%
SPY|20220121|383.00P	SPY	383	32.86	32.2	22.63%	-44.13	0.00461	-1.88094	-0.05579	1.46015	2	132	0.02	Put	336	01/21/22	02/18/21	21.80%
SPY|20220121|384.00P	SPY	384	32.43	32.43	22.43%	-44.64	0.00466	-1.90117	-0.0555	1.46253	6	197	0.03	Put	336	01/21/22	02/19/21	21.80%
SPY|20220121|385.00P	SPY	385	32.68	32.68	22.23%	-45.15	0.00471	-1.92179	-0.05521	1.46469	92	"6,246"	0.01	Put	336	01/21/22	02/19/21	21.80%
SPY|20220121|386.00P	SPY	386	32.95	32.95	22.04%	-45.66	0.00475	-1.94279	-0.05495	1.46662	7	30	0.23	Put	336	01/21/22	02/19/21	21.80%
SPY|20220121|387.00P	SPY	387	33.31	33.31	21.91%	-46.17	0.00479	-1.96441	-0.05479	1.46828	7	57	0.12	Put	336	01/21/22	02/19/21	21.80%
SPY|20220121|388.00P	SPY	388	33.92	33.92	21.95%	-46.64	0.00478	-1.98698	-0.05499	1.46959	6	73	0.08	Put	336	01/21/22	02/19/21	21.80%
SPY|20220121|389.00P	SPY	389	34.07	34.07	21.67%	-47.2	0.00485	-2.00837	-0.05451	1.47087	11	61	0.18	Put	336	01/21/22	02/19/21	21.80%
SPY|20220121|390.00P	SPY	390	34.52	34.52	21.60%	-47.71	0.00487	-2.03078	-0.05445	1.47178	147	"1,422"	0.1	Put	336	01/21/22	02/19/21	21.80%
SPY|20220121|391.00P	SPY	391	35.14	35.14	21.63%	-48.19	0.00486	-2.05354	-0.05461	1.47241	6	106	0.06	Put	336	01/21/22	02/19/21	21.80%
SPY|20220121|392.00P	SPY	392	35.32	35.32	21.36%	-48.76	0.00492	-2.07593	-0.05413	1.47288	4	138	0.03	Put	336	01/21/22	02/19/21	21.80%
SPY|20220121|393.00P	SPY	393	35.93	35.93	21.39%	-49.24	0.00492	-2.09883	-0.05426	1.47304	6	73	0.08	Put	336	01/21/22	02/19/21	21.80%
SPY|20220121|394.00P	SPY	394	36.03	36.03	21.06%	-49.86	0.005	-2.12195	-0.05363	1.47291	7	88	0.08	Put	336	01/21/22	02/19/21	21.80%
SPY|20220121|395.00P	SPY	395	36.94	36.94	21.28%	-50.26	0.00494	-2.14472	-0.05416	1.47263	2	"8,585"	0	Put	336	01/21/22	02/19/21	21.80%
SPY|20220121|396.00P	SPY	396	38.26	37.3	21.12%	-50.82	0.00498	-2.16806	-0.05388	1.47199	2	2	1	Put	336	01/21/22	02/18/21	21.80%
SPY|20220121|397.00P	SPY	397	38.49	37.73	21.01%	-51.36	0.005	-2.19153	-0.05368	1.47109	1	3	0.33	Put	336	01/21/22	02/18/21	21.80%
SPY|20220121|398.00P	SPY	398	37.49	38.17	20.89%	-51.91	0.00503	-2.21518	-0.05348	1.46989	1	14	0.07	Put	336	01/21/22	02/19/21	21.80%
SPY|20220121|399.00P	SPY	399	39.48	38.61	20.78%	-52.46	0.00505	-2.23901	-0.05327	1.4684	17	17	1	Put	336	01/21/22	02/18/21	21.80%
SPY|20220121|400.00P	SPY	400	38.01	39.06	20.67%	-53.02	0.00507	-2.26304	-0.05305	1.4666	1	"9,097"	0	Put	336	01/21/22	02/19/21	21.80%
